filename,exercise,group,equipment,panels,position_hint
donkey-calf-raise.png,Donkey Calf Raise,Legs,Bodyweight,2 (start | end),"Hinged forward, balls of feet on a step / Full stretch, full rise"
cable-hip-adduction.png,Cable Hip Adduction,Legs,Cable,2 (start | end),Ankle strap on the inside leg / Sweep the leg across the body
cable-hip-abduction.png,Cable Hip Abduction,Legs,Cable,2 (start | end),Ankle strap on the outside leg / Sweep the leg out to the side
sissy-squat.png,Sissy Squat,Legs,Bodyweight,2 (start | end),"Hold a support, rise onto the toes / Lean back as the knees travel forward"
pistol-squat.png,Pistol Squat,Legs,Bodyweight,2 (start | end),One leg extended in front / Sit down on the standing leg
belt-squat.png,Belt Squat,Legs,Machine,2 (start | end),"Belt around the hips, feet on the platform / Squat down with an upright torso"
smith-machine-squat.png,Smith Machine Squat,Legs,Machine,2 (start | end),Feet slightly forward of the bar / Sit down with control
single-leg-press-machine.png,Single-Leg Press (Machine),Legs,Machine,2 (start | end),One foot centered on the platform / Lower with control
lateral-lunge-dumbbell.png,Lateral Lunge (Dumbbell),Legs,Dumbbell,2 (start | end),"Big step to the side / Sit back into the stepping hip, other leg straight"
stiff-leg-deadlift-barbell.png,Stiff-Leg Deadlift (Barbell),Legs,Barbell,2 (start | end),Knees nearly straight / Hinge with a flat back
glute-ham-raise.png,Glute-Ham Raise,Legs,Machine,2 (start | end),"Knees just behind the pad, feet locked in / Lower the torso forward"
standing-leg-curl-machine.png,Standing Leg Curl (Machine),Legs,Machine,2 (start | end),"One leg at a time, hips against the pad / Curl the heel up"
calf-press-leg-press-machine.png,Calf Press (Leg Press Machine),Legs,Machine,2 (start | end),Balls of the feet on the bottom edge / Knees straight but not locked
single-leg-calf-raise-dumbbell.png,Single-Leg Calf Raise (Dumbbell),Legs,Dumbbell,2 (start | end),Stand on a step on one foot / Full stretch at the bottom
hip-adduction-machine-seated.png,Hip Adduction Machine (Seated),Legs,Machine,2 (start | end),Pads on the inner knees / Squeeze the legs together
hip-abduction-machine-seated.png,Hip Abduction Machine (Seated),Legs,Machine,2 (start | end),Pads on the outer knees / Push the legs apart
copenhagen-plank.png,Copenhagen Plank,Legs,Bodyweight,2 (start | end),"Top leg on a bench, side plank position / Lift the hips off the floor"
single-leg-romanian-deadlift-dumbbell.png,Single-Leg Romanian Deadlift (Dumbbell),Legs,Dumbbell,2 (start | end),"Soft knee on the standing leg / Hinge forward, back leg rising behind you"
reverse-nordic-curl.png,Reverse Nordic Curl,Legs,Bodyweight,2 (start | end),"Kneel upright, hips straight / Lean back as one line from knees to head"
box-squat-barbell.png,Box Squat (Barbell),Legs,Barbell,2 (start | end),Sit back to a box at depth / Pause briefly without relaxing
dumbbell-step-down.png,Dumbbell Step-Down,Legs,Dumbbell,2 (start | end),"Stand on a box, lower the other foot slowly / Knee tracks over the toes"
wall-sit.png,Wall Sit,Legs,Bodyweight,2 (start | end),Back flat against the wall / Thighs parallel to the floor
tibialis-raise.png,Tibialis Raise,Legs,Bodyweight,2 (start | end),"Lean back against a wall, heels forward / Lift the toes up toward the shins"
barbell-hip-thrust.png,Barbell Hip Thrust,Glutes,Barbell,2 (start | end),"Upper back on the bench edge, bar in the hip crease / Chin tucked, ribs down"
barbell-glute-bridge.png,Barbell Glute Bridge,Glutes,Barbell,2 (start | end),"Lie on the floor, bar across the hips / Drive the hips up through the heels"
smith-machine-hip-thrust.png,Smith Machine Hip Thrust,Glutes,Machine,2 (start | end),Same setup as a barbell hip thrust / Bar path is fixed — focus on the squeeze
single-leg-glute-bridge.png,Single-Leg Glute Bridge,Glutes,Bodyweight,2 (start | end),"One foot planted, other leg extended / Drive the hips up evenly"
cable-glute-kickback.png,Cable Glute Kickback,Glutes,Cable,2 (start | end),"Ankle strap, slight hinge forward / Kick the leg straight back"
banded-lateral-walk.png,Banded Lateral Walk,Glutes,Bands,2 (start | end),"Band above knees or at ankles, quarter squat / Step sideways, keep tension"
fire-hydrant-bodyweight.png,Fire Hydrant (Bodyweight),Glutes,Bodyweight,2 (start | end),Hands and knees / Lift one knee out to the side
curtsy-lunge.png,Curtsy Lunge,Glutes,Dumbbell,2 (start | end),Step one leg behind and across / Lower with control
step-up-dumbbell.png,Step-Up (Dumbbell),Glutes,Dumbbell,2 (start | end),Whole foot on the box / Drive up through the top leg — minimal push from the back foot
frog-pump.png,Frog Pump,Glutes,Bodyweight,2 (start | end),"Soles of the feet together, knees out / Pump the hips up"
reverse-hyperextension.png,Reverse Hyperextension,Glutes,Machine,2 (start | end),Hips on the pad edge / Raise the legs with the glutes
cable-pull-through.png,Cable Pull-Through,Glutes,Cable,2 (start | end),"Face away from a low pulley, rope between the legs / Hinge back, then thrust the hips forward"
seated-hip-abduction-machine.png,Seated Hip Abduction Machine,Glutes,Machine,2 (start | end),Pads on the outer knees / Push out and hold briefly
cable-standing-hip-abduction.png,Cable Standing Hip Abduction,Glutes,Cable,2 (start | end),Ankle strap on the far leg / Sweep out to the side
banded-clamshell.png,Banded Clamshell,Glutes,Bands,2 (start | end),"Lie on your side, knees bent, band above knees / Open the top knee, feet together"
donkey-kick-bodyweight.png,Donkey Kick (Bodyweight),Glutes,Bodyweight,2 (start | end),Hands and knees / Kick one heel up toward the ceiling
45-degree-hyperextension-glute-focused.png,45-Degree Hyperextension (Glute-Focused),Glutes,Bodyweight,2 (start | end),"Pad below the hip crease, feet turned out / Round the upper back slightly"
kettlebell-swing.png,Kettlebell Swing,Glutes,Kettlebell,2 (start | end),Hike the bell back between the legs / Snap the hips forward to float it to chest height
single-leg-hip-thrust-bodyweight.png,Single-Leg Hip Thrust (Bodyweight),Glutes,Bodyweight,2 (start | end),"Upper back on a bench, one foot planted / Drive up through the heel"
b-stance-hip-thrust.png,B-Stance Hip Thrust,Glutes,Barbell,2 (start | end),"One foot slightly ahead, most weight on the back leg / Drive up through the working heel"
hip-thrust-machine-plate-loaded.png,Hip Thrust Machine (Plate-Loaded),Glutes,Machine,2 (start | end),"Pad across the hips, upper back supported / Drive up to full hip extension"
standing-glute-kickback-machine.png,Standing Glute Kickback Machine,Glutes,Machine,2 (start | end),"Chest on the pad, foot on the platform / Push back and up"
banded-hip-thrust.png,Banded Hip Thrust,Glutes,Bands,2 (start | end),"Band across the hips, anchored at the floor / Drive up through the heels"
crunch-floor.png,Crunch (Floor),Core,Bodyweight,2 (start | end),"Knees bent, hands lightly by the head / Curl the ribs toward the pelvis"
cable-crunch-kneeling.png,Cable Crunch (Kneeling),Core,Cable,2 (start | end),"Kneel with the rope by your head / Curl the torso down, ribs to hips"
machine-crunch.png,Machine Crunch,Core,Machine,2 (start | end),Adjust so the pads sit on the chest / Curl forward
weighted-sit-up.png,Weighted Sit-Up,Core,Dumbbell,2 (start | end),Hold a plate at the chest / Sit all the way up
hanging-leg-raise.png,Hanging Leg Raise,Core,Bodyweight,2 (start | end),"Dead hang, shoulders engaged / Raise the legs, curling the pelvis up at the top"
hanging-knee-raise.png,Hanging Knee Raise,Core,Bodyweight,2 (start | end),Dead hang / Bring the knees up toward the chest
reverse-crunch.png,Reverse Crunch,Core,Bodyweight,2 (start | end),"Lie on your back, knees bent up / Curl the hips off the floor"
captain-s-chair-leg-raise.png,Captain's Chair Leg Raise,Core,Machine,2 (start | end),"Back against the pad, forearms supported / Raise the knees or legs"
plank-forearm.png,Plank (Forearm),Core,Bodyweight,2 (start | end),"Elbows under the shoulders, body straight / Squeeze glutes and brace"
side-plank.png,Side Plank,Core,Bodyweight,2 (start | end),"Elbow under the shoulder, feet stacked / Hips high in a straight line"
cable-woodchopper-high-to-low.png,Cable Woodchopper (High-to-Low),Core,Cable,2 (start | end),"Cable high, rotate through the torso / Pull down and across to the opposite hip"
cable-woodchopper-low-to-high.png,Cable Woodchopper (Low-to-High),Core,Cable,2 (start | end),"Cable low, start by the hip / Rotate and lift across the body"
russian-twist.png,Russian Twist,Core,Bodyweight,2 (start | end),"Lean back slightly, feet up or down / Rotate the shoulders side to side"
hanging-windshield-wipers.png,Hanging Windshield Wipers,Core,Bodyweight,2 (start | end),Hang with legs raised to vertical / Rotate the legs side to side
pallof-press.png,Pallof Press,Core,Cable,2 (start | end),"Stand side-on to the cable, handle at the chest / Press straight out and resist the rotation"
ab-wheel-rollout.png,Ab Wheel Rollout,Core,Other,2 (start | end),"Kneel, hands on the wheel / Roll out keeping the ribs down"
dead-bug.png,Dead Bug,Core,Bodyweight,2 (start | end),"On your back, arms up, knees at 90° / Lower opposite arm and leg slowly"
v-up.png,V-Up,Core,Bodyweight,2 (start | end),"Lie flat, arms overhead / Lift the legs and torso to meet in a V"
sit-up.png,Sit-Up,Core,Bodyweight,2 (start | end),"Knees bent, feet flat / Curl up to sitting"
bicycle-crunch.png,Bicycle Crunch,Core,Bodyweight,2 (start | end),"Hands by the head, legs raised / Bring elbow toward the opposite knee"
flutter-kicks.png,Flutter Kicks,Core,Bodyweight,2 (start | end),"Lie flat, legs raised slightly / Small alternating kicks"
toes-to-bar.png,Toes-to-Bar,Core,Bodyweight,2 (start | end),Dead hang / Swing the toes up to touch the bar
mountain-climber.png,Mountain Climber,Core,Bodyweight,2 (start | end),High plank position / Drive the knees toward the chest alternately
bird-dog.png,Bird Dog,Core,Bodyweight,2 (start | end),"Hands and knees, flat back / Extend opposite arm and leg"
hollow-body-hold.png,Hollow Body Hold,Core,Bodyweight,2 (start | end),Lower back pressed into the floor / Arms and legs extended just off the floor
suitcase-carry.png,Suitcase Carry,Core,Dumbbell,2 (start | end),Heavy weight in one hand / Walk tall without leaning
landmine-180-rotation.png,Landmine 180 (Rotation),Core,Barbell,2 (start | end),Hold the bar end at arm length overhead / Rotate it side to side in an arc
decline-sit-up.png,Decline Sit-Up,Core,Bodyweight,2 (start | end),Feet locked in on a decline bench / Sit up with control
stir-the-pot-stability-ball-plank.png,Stir-the-Pot (Stability Ball Plank),Core,Other,2 (start | end),"Forearms on a stability ball, plank position / Draw small circles with the forearms"
dragon-flag.png,Dragon Flag,Core,Bodyweight,2 (start | end),"Lie on a bench, grab behind the head / Lift the body straight from the shoulders"
l-sit.png,L-Sit,Core,Bodyweight,2 (start | end),Hands on parallettes or a bench / Lift the legs straight out in front
plank-with-shoulder-tap.png,Plank with Shoulder Tap,Core,Bodyweight,2 (start | end),"High plank, feet wide / Tap each shoulder with the opposite hand"
standing-hamstring-stretch.png,Standing Hamstring Stretch,Mobility,Bodyweight,1 (the held position),"Heel on a low step, leg straight, toes up / Hinge forward from the hips with a flat back"
supine-hamstring-stretch-strap.png,Supine Hamstring Stretch (Strap),Mobility,Band,1 (the held position),"Lie on your back, strap around one foot / Raise the straight leg until you feel a stretch"
half-kneeling-hip-flexor-stretch.png,Half-Kneeling Hip Flexor Stretch,Mobility,Bodyweight,1 (the held position),"Back knee down, front foot flat / Tuck the pelvis under and squeeze the back glute"
couch-stretch.png,Couch Stretch,Mobility,Bodyweight,1 (the held position),"Back knee against a wall/couch, shin up it / Front foot planted, torso tall"
standing-quad-stretch.png,Standing Quad Stretch,Mobility,Bodyweight,1 (the held position),"Hold the ankle behind you, knees together / Tuck the pelvis slightly"
figure-4-stretch.png,Figure-4 Stretch,Mobility,Bodyweight,1 (the held position),"On your back, ankle crossed over the opposite knee / Pull the bottom thigh toward the chest"
butterfly-stretch.png,Butterfly Stretch,Mobility,Bodyweight,1 (the held position),"Sit tall, soles of the feet together / Let the knees drop toward the floor"
frog-stretch.png,Frog Stretch,Mobility,Bodyweight,1 (the held position),"On hands/forearms, knees wide, ankles in line with knees / Rock the hips back slowly"
seated-straddle-stretch.png,Seated Straddle Stretch,Mobility,Bodyweight,1 (the held position),"Legs wide, toes pointing up / Sit tall, then walk the hands forward"
deep-squat-hold.png,Deep Squat Hold,Mobility,Bodyweight,1 (the held position),"Feet shoulder-width or a bit wider, heels down / Sink as deep as comfortable, chest up"
wall-calf-stretch.png,Wall Calf Stretch,Mobility,Bodyweight,1 (the held position),"Hands on a wall, back leg straight, heel down / Lean into the wall"
kneeling-shin-stretch.png,Kneeling Shin Stretch,Mobility,Bodyweight,1 (the held position),Kneel with tops of the feet flat on the floor / Sit back toward the heels
doorway-pec-stretch.png,Doorway Pec Stretch,Mobility,Bodyweight,1 (the held position),"Forearms on the door frame, elbows at shoulder height / Step through until you feel the chest open"
cross-body-shoulder-stretch.png,Cross-Body Shoulder Stretch,Mobility,Bodyweight,1 (the held position),"Pull one arm across the chest / Keep the shoulder down, not shrugged"
overhead-triceps-stretch.png,Overhead Triceps Stretch,Mobility,Bodyweight,1 (the held position),"Reach one arm up, bend the elbow behind the head / Gently press the elbow with the other hand"
bench-lat-stretch.png,Bench Lat Stretch,Mobility,Bodyweight,1 (the held position),"Kneel, elbows on a bench, hands together / Sink the chest toward the floor"
sleeper-stretch.png,Sleeper Stretch,Mobility,Bodyweight,1 (the held position),"Lie on your side, bottom arm out at 90° / Gently press the forearm toward the floor"
neck-side-stretch.png,Neck Side Stretch,Mobility,Bodyweight,1 (the held position),Tilt the ear toward the shoulder / Let the opposite shoulder drop
wrist-flexor-stretch.png,Wrist Flexor Stretch,Mobility,Bodyweight,1 (the held position),"Arm straight, palm up / Pull the fingers back gently"
wrist-extensor-stretch.png,Wrist Extensor Stretch,Mobility,Bodyweight,1 (the held position),"Arm straight, palm down / Press the back of the hand down"
supine-spinal-twist.png,Supine Spinal Twist,Mobility,Bodyweight,1 (the held position),"On your back, drop both knees to one side / Arms out wide, look the other way"
standing-side-bend.png,Standing Side Bend,Mobility,Bodyweight,1 (the held position),Reach one arm overhead / Bend sideways without leaning forward
90-90-hip-switches.png,90/90 Hip Switches,Mobility,Bodyweight,1 (the held position),Sit with both knees bent at 90° / Rotate both knees to the other side
world-s-greatest-stretch.png,World's Greatest Stretch,Mobility,Bodyweight,1 (the held position),"Lunge, same-side hand down inside the front foot / Rotate the other arm up to the ceiling"
hip-cars.png,Hip CARs,Mobility,Bodyweight,1 (the held position),"Stand tall, lift one knee / Draw the biggest slow circle the hip allows"
shoulder-cars.png,Shoulder CARs,Mobility,Bodyweight,1 (the held position),"Arm straight, make a slow full circle / Rotate the palm as it goes behind you"
thoracic-open-book.png,Thoracic Open Book,Mobility,Bodyweight,1 (the held position),"Lie on your side, knees bent, arms together / Open the top arm across to the other side"
quadruped-thoracic-rotation.png,Quadruped Thoracic Rotation,Mobility,Bodyweight,1 (the held position),"On hands and knees, hand behind the head / Rotate the elbow down, then up to the ceiling"
thread-the-needle.png,Thread the Needle,Mobility,Bodyweight,1 (the held position),"On hands and knees / Slide one arm under the body, shoulder to floor"
wall-slides.png,Wall Slides,Mobility,Bodyweight,1 (the held position),"Back, head and arms against a wall / Slide the arms up keeping contact"
band-pass-throughs.png,Band Pass-Throughs,Mobility,Band,1 (the held position),"Wide grip on a band or stick / Arms straight, pass it over and behind the head"
knee-to-wall-ankle-rocks.png,Knee-to-Wall Ankle Rocks,Mobility,Bodyweight,1 (the held position),"Face a wall in a half-kneel, front foot flat / Push the knee toward the wall, heel down"
leg-swings-front-to-back.png,Leg Swings (Front-to-Back),Mobility,Bodyweight,1 (the held position),"Hold a support, swing one leg front to back / Start small, gradually bigger"
leg-swings-side-to-side.png,Leg Swings (Side-to-Side),Mobility,Bodyweight,1 (the held position),"Face a support, swing one leg across and out / Relaxed, rhythmic"
arm-circles.png,Arm Circles,Mobility,Bodyweight,1 (the held position),"Arms out at shoulder height / Small circles, gradually bigger"
inchworm-walkout.png,Inchworm Walkout,Mobility,Bodyweight,1 (the held position),"Fold forward, hands to the floor / Walk hands out to a plank"
foam-roll-quads.png,Foam Roll: Quads,Mobility,Foam roller,1 (the held position),"Face down, roller under the thighs / Roll slowly from hip to just above the knee"
foam-roll-outer-thigh-it-band.png,Foam Roll: Outer Thigh / IT Band,Mobility,Foam roller,1 (the held position),"Side-lying, roller under the outer thigh / Top leg crossed over to control pressure"
foam-roll-hamstrings.png,Foam Roll: Hamstrings,Mobility,Foam roller,1 (the held position),Sit with the roller under the thighs / Roll from glutes to above the knee
foam-roll-calves.png,Foam Roll: Calves,Mobility,Foam roller,1 (the held position),"Roller under the calves, hands behind you / Roll ankle to below the knee"
foam-roll-glutes.png,Foam Roll: Glutes,Mobility,Foam roller,1 (the held position),"Sit on the roller, cross one ankle over the knee / Lean toward the crossed side"
foam-roll-adductors.png,Foam Roll: Adductors,Mobility,Foam roller,1 (the held position),"Face down, one leg out to the side over the roller / Roll along the inner thigh"
foam-roll-upper-back.png,Foam Roll: Upper Back,Mobility,Foam roller,1 (the held position),"Roller under the shoulder blades, hands behind head / Roll the upper/mid back only"
foam-roll-lats.png,Foam Roll: Lats,Mobility,Foam roller,1 (the held position),"Side-lying, roller under the armpit area / Arm overhead, roll down the side of the back"
lacrosse-ball-pecs.png,Lacrosse Ball: Pecs,Mobility,Foam roller,1 (the held position),Ball between the chest and a wall / Lean in and roll small circles
downward-dog.png,Downward Dog,Yoga,Bodyweight,1 (the held position),"Hands shoulder-width, hips high / Press the chest toward the thighs"
child-s-pose.png,Child's Pose,Yoga,Bodyweight,1 (the held position),"Knees wide, big toes together / Sit the hips back toward the heels"
mountain-pose.png,Mountain Pose,Yoga,Bodyweight,1 (the held position),"Feet together or hip-width, weight even / Tall spine, shoulders relaxed down"
warrior-i.png,Warrior I,Yoga,Bodyweight,1 (the held position),"Back foot angled ~45°, front knee over the ankle / Hips face forward, arms overhead"
warrior-ii.png,Warrior II,Yoga,Bodyweight,1 (the held position),"Wide stance, front knee over the ankle / Arms out at shoulder height, gaze over front hand"
triangle-pose.png,Triangle Pose,Yoga,Bodyweight,1 (the held position),"Wide stance, both legs straight / Reach forward, then tip down to the shin"
tree-pose.png,Tree Pose,Yoga,Bodyweight,1 (the held position),Foot on the inner calf or thigh — never the knee / Press foot and leg into each other
cobra-pose.png,Cobra Pose,Yoga,Bodyweight,1 (the held position),"Hands under the shoulders, elbows close / Lift the chest using the back, not just the arms"
cat-cow.png,Cat-Cow,Yoga,Bodyweight,1 (the held position),"On hands and knees / Inhale: drop the belly, lift the head"
seated-forward-bend.png,Seated Forward Bend,Yoga,Bodyweight,1 (the held position),"Legs straight in front, sit tall / Hinge forward from the hips"
bridge-pose.png,Bridge Pose,Yoga,Bodyweight,1 (the held position),"On your back, feet hip-width near the glutes / Lift the hips, press through the feet"
pigeon-pose.png,Pigeon Pose,Yoga,Bodyweight,1 (the held position),"Front shin angled across, back leg long / Square the hips toward the floor"
chair-pose.png,Chair Pose,Yoga,Bodyweight,1 (the held position),"Feet together, sit back as if into a chair / Arms up, weight in the heels"
plank-pose.png,Plank Pose,Yoga,Bodyweight,1 (the held position),"Hands under shoulders, body in one line / Press the floor away"
corpse-pose-savasana.png,Corpse Pose (Savasana),Yoga,Bodyweight,1 (the held position),"Lie flat, arms and legs relaxed / Let the breath slow"
camel-pose.png,Camel Pose,Yoga,Bodyweight,1 (the held position),"Kneel tall, hands on the lower back / Lift the chest and lean back"
eagle-pose.png,Eagle Pose,Yoga,Bodyweight,1 (the held position),"Sit into a slight squat, wrap one leg over the other / Wrap the arms, elbows lifted"
the-hundred.png,The Hundred,Pilates,Bodyweight,1 (the held position),"Head and shoulders up, legs at tabletop or extended / Pump the arms, breathe in 5 and out 5"
roll-up.png,Roll-Up,Pilates,Bodyweight,1 (the held position),"Lie flat, arms overhead / Peel up one vertebra at a time"
single-leg-circle.png,Single-Leg Circle,Pilates,Bodyweight,1 (the held position),"One leg to the ceiling, other flat / Draw circles from the hip"
rolling-like-a-ball.png,Rolling Like a Ball,Pilates,Bodyweight,1 (the held position),"Balance just behind the sit bones, knees hugged / Roll back to the shoulder blades"
single-leg-stretch.png,Single-Leg Stretch,Pilates,Bodyweight,1 (the held position),"Head and shoulders up / Pull one knee in, extend the other"
double-leg-stretch.png,Double-Leg Stretch,Pilates,Bodyweight,1 (the held position),"Curl up, knees in / Extend arms and legs out together"
spine-stretch-forward.png,Spine Stretch Forward,Pilates,Bodyweight,1 (the held position),"Sit tall, legs apart, feet flexed / Round forward from the top of the head"
saw.png,Saw,Pilates,Bodyweight,1 (the held position),"Sit tall, legs wide, arms out / Twist and reach toward the opposite foot"
swan.png,Swan,Pilates,Bodyweight,1 (the held position),"Face down, hands under shoulders / Lift the chest using the back"
side-kick-series.png,Side Kick Series,Pilates,Bodyweight,1 (the held position),"Lie on your side, legs slightly forward / Kick the top leg forward and back"
plank-pilates.png,Plank (Pilates),Pilates,Bodyweight,1 (the held position),"Hands under shoulders, one long line / Pull the belly button in"
teaser.png,Teaser,Pilates,Bodyweight,1 (the held position),Roll up into a V balance / Arms reach toward the toes
